,0,1,2,3,4,5,6,7,8,9,10
2099,17 : 54,「你們的主是最知道你們的，他要憐憫你們就憐憫你們；他要懲罰你們就懲罰你們。」我沒派遣你做他們的監護者。,,養主是至知你們的。他若意欲（憐恤）了，他就憐恤你們；他若意欲〔罪刑〕了，他就罪刑你們。我未差你保護他們。,,你們的主最知道你們，如果他願意，他就慈憫你們。或者他若願意，他也會懲罰你們。我未派你(穆聖)作他們的監護者。,,"[注1]
“你們的養主最知道你們。若是他要，便慈憫你們；若是他要，便處罰你們。”我並未派你做他們的監護人
[注2]
。",,你們的主是最知道你們的。他欲慈憫你們，就慈憫你們；欲懲罰你們，就懲罰你們。我沒有派遣你[穆聖]做他們的監護者。,
2100,17 : 55,你的主是知道天地萬物的。我確已使一部分先知超越另一部分；我曾以經典賞賜達五德。,,你的養主至知天地間所有的。我確使一部分聖人優越一部分。我且賜給達伍德則逋爾。,,你的主深知在諸天與大地之間的萬物，我確曾使一些先知高於另一些先知，我曾賜給達武德(大衛)讚美詩(翟布林)。,,"你的養主最知道天與地中的，我確已使部分聖人貴過另一部分
[注1]
。我把宰布林
[注2]
賜給了達吾德。",,你的主是最知道天地間的一切的。我確已使一部分先知優於另一部分先知，我曾賜給達伍德《宰布林》。,
2101,17 : 56,你說：「你們舍真主而稱為神明者，你們祈禱他們吧！他們不能替你們消災，也不能替你們嫁禍。,,你說，你們呼求那超過他自所臆度的吧！他們不管給你們解難與轉移。,,你說：“你們去祈求他(主)以外的那些你們以為(是神的)吧，它們既沒有力量消除你們的災難，也不能改變它們(災難)。”,,"你說：“你們在安拉以外祈求所妄稱的那些
[注1]
吧，他們並不能替你們祛除苦難，或是轉移
[注2]
。”",,你[對他們]說：“你們祈求你們舍他[安拉]而妄言的神靈[如天使，爾薩等]吧！那些神靈既不能為你們消災，也不能[為你們]嫁禍於人。”,
2102,17 : 57,他們所稱為神明者，自身求近主之階。比他們更近於主者也求近主之階，他們希望主的恩惠，畏懼主的刑罰。你的主的刑罰是應該防備的。,,他們呼求的這一切，其最接近的向養主求接近，並盼他的慈惠，駭怕他的罪刑。養主的刑罰確實可駭。,,他們所祈求的那些，它們自己卻在尋求向主之道，它們互相競爭誰更接近他們的主，並希望(得到)他的慈憫，和畏懼他的怒惱(懲罰)——那確實是一件應當提防的事。,,"他們所祈求的這些，他們還向他們的養主尋求接近
[注]
，他們那位最接近[他]，他們希望他的慈憫，怕他的處罰，的確，安拉的處罰是應該提防的。",,"他們所祈求的那些神靈，他們[那些神靈]也在[為自己]尋求接近他們的主[安拉]的路徑，並互相競爭誰更接近他[安拉]。他們[如天使，爾薩等]渴望他[安拉]的慈憫並畏懼他的刑罰。你的主的刑罰確是該防備的
[注]
。",
2103,17 : 58,一切市鎮，在復活日之前，我都要加以毀滅，或加以嚴厲的懲罰，這是記錄在天經裏的。,,無一個城池不是我在複生日以前消滅牠，或懲牠烈刑的。這是在（被庇的牌）上寫定的。,,沒有一個城市我不在復活日以前加以毀滅，或是以嚴格的刑罰去懲罰它。這是被寫在天經上的。,,"若有一個村鎮，我在復活日前要消滅它
[注1]
，或讓它受到厲刑
[注2]
，那在仙板中
[注3]
是已註定的。",,在復活日之前，我將毀滅所有城市[的居民]，或進行嚴懲。這是記錄在天經中的。,
2104,17 : 59,我不降示跡象，只為前人不承認它。我曾以母駝給賽莫德人做明證，但他們迫害（或虐待）牠。我降跡象只是為了恫嚇。,,我制止發異跡，只因先前的人們不信牠。我曾把母駝給了賽母待作明證。但是他們迫害牠了。我發各項異跡，只是為著驚嚇。,,除了古代的人不信它們(跡象)之外，沒有能阻止我頒降跡象的。我曾賜給撒姆，德人母駝作為明證，但他們虧待了它。除了作為警告之外，我不為其他目的降下跡象。,,"所以阻止我派跡象的，只是前人們不信它。我把作為明顯的母駝給了賽姆德，而他們虧害了它
[注]
，我之所以派跡象，只是為了恐嚇。",,除了前人否認[我的跡象]外，任何事都不能阻止我降示跡象。我曾把母駝作為明證降給薩姆德人，但他們殘忍地對待它。我降示跡象，只為了[使他們]畏懼[被毀滅]。,
2105,17 : 60,當時我曾對你說：「你的主是周知眾人的。我所昭示你的夢兆和在《古蘭經》裏被詛咒的那棵樹，我只以這兩件事物考驗眾人，並加以恫嚇，但我的恫嚇只使他們更加蠻橫。」,,那時候，我對你說：你的養主確環繞眾人了。我只以所現給你的夢象，與古蘭上所記的被詛的樹，作為試證世人的。我驚嚇他們，但是我的驚嚇益增他們大逆。,,那時，我對你說過：“你的主的確包圍了人類，我所顯示給你的化境，不過是對人們的一項試驗，(就像)在《古蘭經》中(提到過的)被詛咒的樹一樣。我要使他們畏懼，但那卻增加了他們的放肆(叛逆)。”,,"當時，我曾對你說：“的確，你的養主是洞悉
[注1]
人們的，我讓你看到的那夢
[注2]
和古蘭經中的可詛咒之樹
[注3]
，只是我使它成為對人們
[注4]
的考驗。我恐嚇他們，但它
[注5]
卻只給他們增加了大的蠻橫。”",,"當時，我對你說：“你的主確是周知人類的[即人類的言行均在安拉的掌控中]。”我[在夜行之夜]所昭示你的夢境
[注]
和《古蘭經》中[記載的]那棵被詛咒的樹，只是對人類的一種考驗。我警告他們防備，但我的警告卻使他們更加悖逆。",
2106,17 : 61,當時我曾對眾天神說：「你們應當向阿丹叩頭。」他們就向他叩頭，但易卜劣廝除外。他說：「你用泥土造成的，我怎能向他叩頭呢！」,,昔時，我語眾天使向阿丹下拜，他們遂就下拜了。只有以卜里廝（拒絕。）他說：（我向你以泥造化的人下拜嗎?）,,那時，我對天仙們說：“向亞當叩頭。”除了依怖厲廝之外他們都叩頭了。它說：“我對一個你用泥土造化的人叩頭嗎?”,,"當時，我對眾天仙說：“你們為阿丹叩拜
[注]
吧！”於是他們叩拜了，但伊布里斯例外，他說：“我因你是從土上受造的而叩拜嗎？”",,當時，我對天使們說：“你們當服從阿丹。”他們都服從了，唯伊怖里斯例外。他[伊怖里斯]說：“難道我要服從你用泥土創造的人嗎？”,
2107,17 : 62,他說：「你告訴我吧，這就是你使他超越我的人嗎？如果你寬限我到復活日，我誓必根絕他的後裔，但少數人除外。」,,他又說：（你教他優越我的這個人，求你告訴我！）你若姑容我直到複生日，我必根絕他的子孫，只餘少數的。,,他(進一步)說：“請你告訴我，這就是你使他比我光榮的人嗎?如果你寬容我到復活日，我一定會使他的子孫毀滅，除了少數在外。”,,"他
[注1]
說：“你告訴我，你讓他貴過我的這位，你若是把我拖延至復活之日，我必將使其子孫斷絕
[注2]
，除非少數。”",,他又說：“[安拉啊！]求你告訴我吧！這就是你使他比我尊貴的人嗎？假如你寬延我[活]到復活日，我必定要誘騙他的後裔[並使其誤入歧途]，少數人除外。”,
2108,17 : 63,真主說：「你去吧！他們中凡順從你的，火獄必定是他們和你的充分的報酬。,,主說：（你去吧！他們其中追隨你的人， 火獄一定你們的報應，充分地報應。,,安拉說：“你去吧，今後他們當中任何人追隨你，火獄一定是你們的回報，一項充分的回報。,,"他
[注1]
說：“你去吧
[注2]
！他們中凡跟隨你的，的確，折漢難則是你們
[注3]
的完全的報酬。",,他[安拉]說：“你走吧！他們中凡追隨你者，火獄就是對你們的還報，一項充足的還報。,
2109,17 : 64,你可以用你的聲音去恫嚇他們中你所能恫嚇的人；你可以統率你的騎兵和步兵，去反對他們；你可以和他們同享他們的財產和兒女；你可以許給他們任何東西——惡魔只許給他們妄想——,,你以自己的聲音搖動你所能夠的人吧！任你向他們催動自己的騎兵與步兵！你在資財子女上和他們相共！你許給他們吧！惡魔的約只是欺騙。,,“盡可能地用你的聲音去愚弄他們，和以你的騎兵和你的步兵去對付你們，跟他們共用財富和子女，並對他們許下諾言吧。”撒旦對他們的諾言只不過是欺騙。 65、“你對於我的僕人們無權。你的主足以作為他們的監護者。”,,"你用你的聲音
[注1]
煽動他們中你所能的人吧！把你的馬隊、步兵叫來吧！你在錢財
[注2]
、子女
[注3]
中同他們結夥搭伴吧！你許約
[注4]
他們吧！”魔鬼所許約的，只是虛妄
[注5]
。",,你可以用你的聲音去誘騙他們中你所能誘騙者，你可以用你的騎兵和步兵去襲擊他們，你可以同他們共用財產[如引誘他們用欺詐的手段賺錢]和兒女[淫亂]，你可以許諾他們。”但惡魔對他們的許諾只是欺騙而已。,
2110,17 : 65,我的僕人，你對他們沒有任何權柄，你的主足為監護者。」,,你對我的僕人無有權柄。你的養主作保護已可滿足了。）,,“你對於我的僕人們無權。你的主足以作為他們的監護者。”,,"的確，我的眾僕
[注1]
，你對他們沒有任何權力，你的養主作為保護者
[注2]
就夠了。",,[安拉還說]：“你絕沒有能力對付我的僕人們[真信士]。你的主足以做監護者。”,
2111,17 : 66,你們的主為你們而使船隻在海上航行，以便你們尋求他的恩惠。他對你們確是至慈的。,,你們的養主是那為你們教船隻行駛在海中，以便你們討其特恩的。他實是特慈你們的。,,你們的主為你們使船在海上平穩地航行，以便你們能夠尋求他的恩典。他的確是對你們至慈的。,,"你的養主是那使船為你們而航行於海中的，便於你們尋求他的恩典
[注]
，的確，他對你們是特慈的。",,你們的主為你們而使船舶在海上航行，以便你們尋求他的恩惠。他對你們確是特慈的。,
2112,17 : 67,當你們在海上遭受災害的時候，你們向來聽祈禱的已回避你們了，而你們只有祈禱主了。當主使你們平安登陸的時候，你們背叛了主。人原是孤恩的。,,你們在海中遇難的時候，除去真主以外，你們素所呼求的已然消失了。及他解救你們達至陸地的時候，你們就扭轉了。人類原是忘恩的。,,當你們在海上遭遇危難時，除了他(主)之外，那些你們所祈求的(偽神)都不見了。可是當他把你們平安地帶回陸地時，你們就背棄了他。人永遠是忘恩負義的!,,"如果在海上困難觸及你們時，除他
[注1]
以外，你們所祈求的都失迷了。當他救了你們，而抵大陸時，你們便背棄
[注2]
了。人類是隱昧的
[注3]
。",,當你們在海上遭遇不幸時，你們舍他[安拉]而祈求的那些神靈都消失了，唯他存在。但當他使你們平安登陸時，你們卻背叛了。人總是忘恩負義的。,
2113,17 : 68,難道你們不怕主使你們淪陷地下，或使飛沙走石的狂風掃蕩你們，而你們不能為自己找到任何監護者嗎？,,你們豈可不怕真主把你們陷在陸地，或往你們上發下砂石，你們不復得到一個維護的？,,(當你們踏上陸地時)你們可是覺得安全了，以為他(主)不會使大地吞沒你們，或是他不會降給你們一陣狂烈的風暴；那時你們將找不到一位保護者嗎?,,"你們可放心他使大陸之邊連同你們一齊下陷
[注1]
，或把飛沙走石
[注2]
差至你們，以後，你們便找不到一個衛護者
[注3]
！",,難道你們有把握他[安拉]不會使大地的一邊吞沒你們，或降飛砂走石的暴風襲擊你們，然後，你們絕不能為自己找到任何保護者[保護你們免受安拉的懲罰]嗎？,
2114,17 : 69,難道你們不怕主使你們再去航海，而使狂風襲擊你們，使你們因孤恩而沉溺，然後，你們不能為自己找到任何對主報仇者嗎？,,不然，你們豈可不怕他另次教你們複返在海中，向你們驅暴風，至因你們的不信而淹沒你們，不復得到一個抗我幫助你們的?,,或是你們能感到安全，以為他不會再度使你們回到那裏(海中)，並因“你們忘恩負義降給你們一個大風暴把你們淹死，那時你們在其中找不到任何援助采對抗我嗎?,,"或者你們放心，他使你們再次處於其中
[注1]
，他把摧毀性的巨風差至你們，由於你們的隱昧而淹了你們，以後，你們便對我找不到一名跟隨者
[注2]
。",,難道你們有把握他不會使你們再去航海，然後降颶風襲擊你們，因你們忘恩負義而把你們淹死，然後，你們絕不能為自己找到任何助手來反抗我嗎？,
2115,17 : 70,我確已優待阿丹的後裔，而使他們在陸上或海上都有所騎乘，我以佳美的食物供給他們，我使他們大大地超過我所創造的許多人。,,我，確敬重了阿丹的子孫，我把他們載在陸海上。我把一部分美品賜給他們。我使他們優越我所造化的許多，切使優越。,,我確已賜給亞當的子孫光榮，我在陸上與海中(以牲畜和船舶)負載他們，給他們美好與純淨的糧食。並且賜予他們特射的恩典；(使他們)優越於大部分我所造化的。,,"我確已使阿丹的子孫高貴了。我在大陸和海上
[注1]
負載了他們，我把美好的恩賜給他們，我使他們大大貴過我所造化的許多
[注2]
。",,我確已優待阿丹的後裔，我使他們在陸上和海上都可乘運，並賜給他們佳美之物，使他們優越于我所創造的許多人。,
2116,17 : 71,（你記住，）在那日，我將召喚每個民族及其表率。以右手接受其功過簿者，將閱讀自己的本子；他們不受一絲毫虧折。,,當那一日，我喚每夥人連帶他們的首領。用右手接受文卷的人，他們讀自己的文卷，並不受絲毫的虧損。,,那天我將召集每一個民族和他們的領袖們，那時，誰的紀錄遞到他的右手，他們就會讀它們，他們一點也不會受到不公平的對待(虧負)。,,"那天，我招呼每一夥人，用他們領導人[名字]。但凡他的文卷
[注1]
被授給其右手的，這些人誦讀他們的文卷，而不受絲毫的虧害
[注2]
。",,在那日，我將召喚每個民族及各自的伊瑪目[使者]。凡功過簿遞給右手者，這些人將讀自己功過的記錄，他們不受絲毫虧待。,
2117,17 : 72,在今世是盲人者，在後世仍是盲人，而且更加迷誤。,,在今生盲目的人，那就是在後世盲目的，且是最錯走道路的。,,但是那些在今世盲目的人，也將會在後世盲目，並且是錄乖離正道的。,,"凡在這裏
[注1]
目盲者
[注2]
，他在後世裏也目盲，而且更加迷路。",,在今世盲目者[不觀察安拉的跡象，不信仰安拉等]，在後世也將是盲目的，而且更加遠離正道。,
2118,17 : 73,他們確已使你幾乎違背我所啟示的教訓，以便你假借我的名義，而捏造其他的教訓。那麼他們就會把你當朋友。,,他們幾乎以離開我所啟示你的來陷害你，好教你往我上另行造作。如果是這樣，他們必以你當契友了。,,他們確曾希望引誘你(穆聖)離開我已啟示給你的，以便使你在那些啟示之外對我偽造一些其他的(教誨)。那時他們就會把你當作他們的朋友了。,,"[注1]
他們幾乎要使你就我所啟示你的受到考驗，讓你給我編造別的。如果那樣
[注2]
，他們必定拿你當作知己了。",,他們曾想方設法引誘你放棄我所啟示你[穆聖]的[《古蘭經》]，以便你放棄《古蘭經》而偽造一些反對我的東西。如果你真的做了，他們就把你當好朋友。,
2119,17 : 74,要不是我使你堅定，你幾乎已傾向於他們了。,,設非我安定你，你幾乎就略微偏於他們一事了。,,如非我已使你堅定，你很可能已經有點傾向他們了(跟他們妥協了)。,,"若不是我使你堅定的話，你就會有點稍稍傾向他們了
[注]
。",,假如我不使你堅定，你幾乎傾向他們了。,
2120,17 : 75,如果那樣，我必使你在生前嘗試加倍的刑罰，在死後嘗試加倍的刑罰，使你不能找到任何人幫助你來對抗我。,,那時候，我必教你嘗加倍的活〔刑，〕加倍的死（刑。）而後你得不到一個抗我相助你的人。,,在那情形之下，我就會使你在生前和死後嘗試雙重的(懲罰)。那時，你決找不到任何援助者來對付我。,,"如果那樣，我必定使你嘗受生活之倍
[注1]
和死亡之倍，以後，你不會為你找到一位援助者
[注2]
。",,假如那樣，我必使你在今世嘗試加倍的刑罰，在後世也嘗試加倍的刑罰。然後，你絕不能為自己找到任何援助者來反抗我。,
2121,17 : 76,他們確已使你幾乎不能安居故鄉，以便把你逐出境外。如果那樣，他們在你被逐之後，只得逗留一會兒。,,他們幾乎教你由地上跌倒，為的是把你從那裏逐出。如果是那樣，他們在你以後，只能遲留短期。,,他們希望你不能在那地方(麥加)安居，以便他們能把你從那裏趕走，在你離開之後，他們也不能(在那裏)久留。,,"他們
[注1]
幾乎要使你在地上
[注2]
驚慌不定，以便使你從那裏出走
[注3]
。如果那樣
[注4]
，他們在你以後只能呆微少的[時間]
[注5]
。",,他們恐嚇你，以便將你逐出故鄉。假如那樣，在你離開後，他們也不能久留。,
2122,17 : 77,這是在你之前我所派遣的眾使者的常道，你對於我的常道不能發現任何變更。,,這是我先你所差之列使的慣例。你不見封我的慣例上有變更。,,(這就是)我在你以前(向世人)派遣使者們的方法。你決不可能在我的方法中找出任何更變。,,"是我在你以前所派的使者們的規律
[注]
，你對我的規律找不到更換。",,這是我在你[穆聖]之前派遣使者們的常道。你絕不能在我的常道中發現任何變更。,
2123,17 : 78,你應當謹守從晨時到黑夜的拜功；並應當謹守早晨的拜功，早晨的拜功確是被參加的。,,你當在日昃直到黑夜的時候奉行拜功。你當誦曉時的古蘭。曉時的古蘭確系得到蒞臨的。,,謹守午後到黑夜之間的拜功。並在黎明時(誦讀)古蘭，在黎明時誦讀古蘭是被見證的。,,"你要在日偏
[注1]
至夜臨時
[注2]
履行拜功，以及黎明時的古蘭
[注3]
，的確，黎明的古蘭是被證明的
[注4]
。",,"你當謹守從太陽偏西至黑夜的拜功[即晌禮、晡禮、昏禮和宵禮]，當在黎明時誦讀《古蘭經》[即晨禮]，因為黎明時誦讀《古蘭經》是被[天使]見證的
[注]
。[五番拜功定為主命的經文]。",
2124,17 : 79,在夜裏的一段時間，你應當謹守你所當守的附加的拜功，主或許把你提到一個值得稱頌的地位。,,你要超過你的責任著在夜半不睡。你的養主即將把你派到可頌的地方。,,在部分的夜中要以它(禮拜)保持清醒，這是給你(額外)增加的(副功拜)。你的主也許會因此把你提升到值得讚美的地位。,,"在夜晚要用它
[注1]
做你的副功拜，你的養主將復活你一個可贊的地位
[注2]
。",,"在夜的一部分時間裏，你當醒來禮拜，這是屬於你的副功拜
[注1]
。你的主也許會把你提升到一個值得稱讚的位置
[注2]
[樂園裏的最高級別]。",
2125,17 : 80,你說：「我的主啊！求你使我順利而入，求你使我順利而出，求你賞賜我從你那裏發出的權柄，以作我的輔弼。」,,你說：（我的養主啊！你使我進入，欣悅地使入，你使我出去，欣悅地使出，你把一種輔助的力量親自賜給我！）,,你說：“我的主啊! (求你)使我好好的進入(聖城)和好好地帶我離開(它)，並求你由你的仁慈賜給我支持的力量。”,,"你說：“我的養主哇！求你讓我滿意地進入吧
[注1]
！求你讓我絕不回顧地出去
[注2]
吧！求你把你那裏的一種援助權力
[注3]
賜給我吧！”",,你[穆聖]說：“我的主啊！求你使我順利進入[麥迪那]，求你使我順利離開[麥加]，求你賜給我援助的力量。”,
2126,17 : 81,你說：「真理已來臨了，虛妄已消滅了；虛妄確是易滅的。」,,你說！（真的來了，假的去了，假的實是該去掉的。）,,並說：“真的已繹來了，假的已經消失了。假的是必然消失的。”,,"你說
[注1]
：“真理
[注2]
來了，虛妄
[注3]
消失了
[注4]
。”的確，虛妄是必消失的。",,你[對人們]說：“真理來臨了，虛妄消失了，虛妄必定是要消失的。”,
2127,17 : 82,我降示可以為信士們治療和給他們以恩惠的《古蘭經》，它只會使不信道者更加虧折。,,我降下那醫治與慈惠眾穆民的古蘭。那僅增給一般背義的人傷折。,,我使古蘭下降，那是對信仰者的治療和慈憫。它只對不義的人增加損失。,,我在古蘭中下降那醫治和對信士們的慈憫的。它給虧害者們只增加虧折。,,我降示《古蘭經》，是對信士們的治療和慈憫，但這卻使不義者更加損失。,
2128,17 : 83,當我施恩於人的時候，他掉頭不顧；當他遭遇禍患的時候，他變成絕望的。,,我對人施恩的時候，他就扭轉而避在一旁。他遇難的時候，便就絕望。,,當我賜恩于人時，他就掉頭不顧而去，並且厭惡。而當不幸接觸到他時，他就陷於絕望。,,"如果我對人
[注1]
施恩，他便背棄和扭轉身軀
[注2]
。如果壞
[注3]
觸及了他，他便悲觀絕望。",,當我施恩於人[不信仰者]時，人卻傲慢地轉身不顧[且遠離正道]；但當他遭遇不幸時，他又絕望。,
2129,17 : 84,你說：「各人依自己的方法而工作，你們的主最知道誰是更近于正道的。」,,你說：（每一個人依著自己的途徑去作。你們的養主至知那最獲正道的人。）,,你說：“每一個人都照他自己的方式做事，你的主深知誰是在正道上。”,,你說：“每人都照他的方式行事，所以你的養主是最知道誰是最得正道者的。”,,你[對人們]說：“每人都依自己的方法做，你們的主最知道誰是遵行正道的。”,
2130,17 : 85,他們問你精神是甚麼？你說：「精神是我的主的機密。」你們只獲得很少的知識。,,他們對於靈魂上問你。（靈魂屬我養主的命令。所賜給你們的知識不過少微的。）,,他們問你聖靈(或天啟的媒們。你說：“聖靈是受命於我的主的。你們已被賜給少許的知識。”,,"他們
[注1]
向你詢問魂靈
[注2]
，你說：“魂靈是我養主的事
[注3]
。”你們被授予的知識，只是些微的。",,"他們問你[穆聖]“靈魂”是什麼。你[對他們]說：“靈魂唯我的主知道，你們[人類]只受賜了[關於靈魂]很少的知識
[注]
。”",
2131,17 : 86,如果我意欲，我誓必把我啟示你的（《古蘭經》）消滅淨盡，然後，你對我不能發現任何監護者。,,我若意欲（收回）的時候，必就收回所告語你的，而後你得不到一個因此抗我維護你的。,,如果我願意，我一定可以收回我所降給你的(啟示)，那時你就不可能找到任何監護者(在這件事上)幫助你反對我。,,"若是我要時，我必定把授予你的
[注]
拿走，以後你就在我上對它找不到一個靠山。",,假如我意欲，我必定收回我所啟示你的[《古蘭經》]，然後，你絕不能為自己找到任何保護者來反抗我。,
2132,17 : 87,但我為從你的主發出的恩惠（才保存它），你的主所施于你的恩惠是重大的。,,只是籍著你的養主的慈惠。他對於你的特恩實在是大的。,,不過那只是你的主的慈憫，他對你的恩典(實在是)很大的。,,"但是
[注1]
來自你養主的慈憫，的確，他對你的恩惠是大的
[注2]
。",,除非依你的主降示的恩惠。他賜你[穆聖]的恩惠確是巨大的。,
2133,17 : 88,你說：「如果人類和精靈聯合起來創造一部像這樣的《古蘭經》，那末，他們即使互相幫助，也必不能創造像這樣的妙文。」,,你說：（人類與鎮呢若共同舉出象這古蘭的，縱令他們彼此相輔，也不能舉出和他一樣的來。）,,你說：“如果(所有的)人類和精靈聯合一致去仿作和這古蘭相似的(經文)，即使他們互相幫助，他們也是不能作出相似的(經文)。”,,"你說：“要是人和鎮尼
[注1]
一齊拿像這古蘭
[注2]
的來，即使他們互相協助，也是拿不來像它的。”",,你說：“假如人類和精靈都聯合起來創作這樣一部《古蘭經》，那麼，即使他們互相幫助，他們也不能創作出同樣的經文。”,
2134,17 : 89,在這部《古蘭經》裏，我為眾人確已申述各種比喻，但眾人大半不信。,,我在這古蘭上向世人反復解明各項比喻。但是大多數人不肯接受，只有隱昧而已。,,我確已在《古蘭經》中對世人說明各種比喻，但是大多數的人不信。,,"我在這古蘭中，確為人們闡明了一切比喻，但多數人不肯
[注]
，只是隱昧。",,我確已在這部《古蘭經》中為人類闡明各種比喻，但大多數人還是固執不信。,
2135,17 : 90,他們說：「我們絕不信你，直到你為我們而使一道源泉從地下湧出，,,他們說：（我們絕不信你，待至你為我們從地裏湧出源泉；,,他們說：“非到你能為我們使一股泉水由地底湧出來，我們決不信你；,,他們說：“我們絕不歸信你，直至你在地上為我們開一個水泉。,,他們說：“我們絕不相信你[穆聖]，除非你能從地裏為我們湧出一股泉水來；,
2136,17 : 91,或者你有一座園圃，種植著椰棗和匍萄，你使河流貫穿其間；,,獲你拒有棗樹與葡萄園，你使諸河在內長流；,,“或是你有一個棗樹和葡萄的園子，並且你能使河流在它們當中湧出來，,,或你有一座椰棗和葡萄的花園，你在其間開出了河渠。,,"或你有一個椰棗樹和葡萄
[注]
樹的果園，你能使諸河流向其間；",
2137,17 : 92,或者你使天如你所說的那樣，一塊塊地落在我們的頭上；或者你請真主和眾天神來（與我們）見面；,,獲依你所自稱的把一塊天落到我們上，或你當面舉出安拉和天使；,,或是像你所說的，你使天一塊一塊地向我們掉下來，或者你把安拉同天仙們（面對面地）顯示在我們的面前，,,"或者，像你妄稱的那樣，你讓天一塊塊地掉在我們上，或你把安拉和眾天仙面對面地
[注]
找來。",,或像你所說的那樣，你能使天一塊一塊落在我們的頭上；或你能把安拉和天使們都請到我們面前來；,
2138,17 : 93,或者你有一所黃金屋；或者你升上天去，我們絕不信你確已升天，直到你降示我們所能閱讀的經典。」你說：「讚頌我的主超絕萬物！我只是一個曾奉使命的凡人。」,,或是你具有金庫，或你升上天去。非至你降下經典，由我們讀牠著，則絕不信你的升高。）你說：（頌我的養土清淨，我只是一個被差的人。）,,“或是你有一間黃金的房子，或是你能升天， 即使那樣，我們也絕不相信你的升霄，除非你能使一本我們可以讀的經典降下給我們。”你說：“光榮歸！” (難道你們不知道)我只不過是一位血肉之軀(人)、的使者嗎？”,,"或者你有一座花飾的
[注]
房子，或者你升上了天，我們絕不相信你的上升，直至你把我們會讀的經典降給我們。”你說：“贊我養主清高，我只不過是一位受差的人！”",,或你有一所金屋；或你能升天，但我們絕不相信你能升天，除非你降給我們一本我們能讀懂的經典。”你[對他們]說：“讚美我的主超絕！我只是一位受主[安拉]派遣的凡人。”,
2139,17 : 94,當正道降臨眾人的時候，妨礙他們信道的只是他們的這句話：「難道真主派遣一個凡人來做使者嗎？」,,在諸人得到引領的時候，阻止他們歸信的，不外是說：（安拉能遣嚇人為使嗎?）,,在引導到達人們之後，沒有能阻止他們信仰的，除非他們說：“難道安拉派遣了一個(像我一樣的)人作(他的)使者嗎?”,,"當正道
[注1]
來至他們時，阻止他們歸信的，只是他們說：“安拉竟派人做使者嗎
[注2]
？”",,當正道降臨人們時，阻止他們信仰的只是他們說：“難道安拉派遣一位凡人來做使者嗎？”,
2140,17 : 95,你說：「假若大地上有許多天神安然步行，那末我必從天上降下一個天神去他們那裏做使者。」,,你說：（設若在地上有天使安然著行走，我必從天上把天使降給他們為使。）,,你說：“如果天仙能在地上安然行走，我(主)必然從天上降給他們一位天仙作為使者。”,,"你說：“假若在地上有安祥走路的天仙時，則我必定從天上把一位天仙降作他們的使者
[注]
。”",,你[對他們]說：“假如天使們能在大地上安然行走，那麼，我必定從天上降給他們一位天使做使者。”,
2141,17 : 96,你說：「真主足為我與你們之間的見證，他對於他的僕人們確是徹知的，確是明察的。」,,你說：（安拉在我和你們中間作見證已可滿足了。他實是盡知且見其眾僕的。,,你說：“安拉在你我之間作證就夠了。對於他的僕人，他的確是深知的、明察的。”,,"你說：“以安拉作為我和你們之間的證人就夠了
[注1]
。的確，他
[注2]
對其眾僕們是全知、全觀的。”",,你[對他們]說：“安拉足以做我和你們之間的見證者。他對他的僕人們確是徹知的，全視的。”,
2142,17 : 97,真主引導誰，誰就是遵循正道的；真主使誰迷誤，你不能為誰發現真主以外的保護者。在復活日，我將使他們又瞎又啞又聾地匍匐著集合起來，他們的歸宿是火獄。每當火勢減弱的時候，我增加它們的火焰。,,安拉引導的人，就是得正道的；他造為迷誤的人，你絕見不到一個越他相助他們的。）當複生日，我教他們面目朝下，眼瞎、暗啞、耳聾著複起。他們的歸處是火獄。每逢火獄熄滅的時候，我就給牠們加上火。,,蒙安拉引導的人，他就被引導(在正道上)；安拉使他迷誤的人，你決不能在他(主)之外為他們找到任何保護者。我將在復活日集合他們——使他們俯首垂面，並使他們又瞎、又啞、又聾，他們的住處將是火獄，每一次當它(火勢)降低時，我就增加(它的)火焰。,,"凡是安拉所引導的，他就是得正道的；凡是安拉使其迷歧的，你絕不會在他以外
[注1]
給他找到摯友們。我在復活之日，使他們俯伏在臉上，既瞎又啞又聾地集聚起來，他們的歸宿是折漢難。每當它
[注2]
熄滅時，我便使它更加燃燒。",,安拉引導誰，誰就獲得正道；他使誰迷誤，那麼，除他外，你絕不能為他們找到任何保護者。復活日，我將把他們又瞎又啞又聾地爬行著集合起來，他們的歸宿是火獄。每當火勢減弱時，我又給他們增加烈焰。,
2143,17 : 98,這是他們的報酬，因為他們不信我的跡象，並且說：「我們變成枯骨和塵土後，難道我們一定會被復活成新人嗎？」,,這是他們的報應；只因他們不信我的表徵，並謂：（我們既成骨骸與朽肢的時候，定必重新被造嗎?）,,那就是他們的報應，因為他們不信我的跡象，並說：“(什麼話!)當我們變成枯骨與塵埃時，那時，我們還能被復活成為一個新的被造物(生命)嗎?”,,"那是由於他們隱昧我的跡象，應受的報復。他們曾說
[注]
：“在我們已成朽骨碎末時，我們還被復活成新的嗎？”",,這就是他們的報酬，因為他們否認我的跡象並說：“當我們變成枯骨和碎片時，難道我們真的還要被復活成一個新的生命嗎？”,
